device_id,cipher_suites,tls_version,extension_types,sni,cipher_code,ciphersuite_len,cipher_code_idxl
se27198103d,4865+4866+4867+49195+49199+49196+49200+52393+52392+49171+49172+156+157+47+53+10,771,0+23+65281+10+11+35+16+5+13+18+51+45+43+27+21,clients3.google.com,"['4865', '4866', '4867', '49195', '49199', '49196', '49200', '52393', '52392', '49171', '49172', '156', '157', '47', '53', '10']",16,"['4865:0', '4866:1', '4867:2', '49195:3', '49199:4', '49196:5', '49200:6', '52393:7', '52392:8', '49171:9', '49172:10', '156:11', '157:12', '47:13', '53:14', '10:15']"
s8d695bf07f,49200+49196+49192+49188+49172+49162+165+163+161+159+107+106+105+104+57+56+55+54+136+135+134+133+49202+49198+49194+49190+49167+49157+157+61+53+132+49199+49195+49191+49187+49171+49161+164+162+160+158+103+64+63+62+51+50+49+48+154+153+152+151+69+68+67+66+49201+49197+49193+49189+49166+49156+156+60+47+150+65+49169+49159+49164+49154+5+49170+49160+22+19+16+13+49165+49155+10+255,771,0+11+10+13+15+13172+16+21,s.pixsrvcs.com,"['49200', '49196', '49192', '49188', '49172', '49162', '165', '163', '161', '159', '107', '106', '105', '104', '57', '56', '55', '54', '136', '135', '134', '133', '49202', '49198', '49194', '49190', '49167', '49157', '157', '61', '53', '132', '49199', '49195', '49191', '49187', '49171', '49161', '164', '162', '160', '158', '103', '64', '63', '62', '51', '50', '49', '48', '154', '153', '152', '151', '69', '68', '67', '66', '49201', '49197', '49193', '49189', '49166', '49156', '156', '60', '47', '150', '65', '49169', '49159', '49164', '49154', '5', '49170', '49160', '22', '19', '16', '13', '49165', '49155', '10', '255']",84,"['49200:0', '49196:1', '49192:2', '49188:3', '49172:4', '49162:5', '165:6', '163:7', '161:8', '159:9', '107:10', '106:11', '105:12', '104:13', '57:14', '56:15', '55:16', '54:17', '136:18', '135:19', '134:20', '133:21', '49202:22', '49198:23', '49194:24', '49190:25', '49167:26', '49157:27', '157:28', '61:29', '53:30', '132:31', '49199:32', '49195:33', '49191:34', '49187:35', '49171:36', '49161:37', '164:38', '162:39', '160:40', '158:41', '103:42', '64:43', '63:44', '62:45', '51:46', '50:47', '49:48', '48:49', '154:50', '153:51', '152:52', '151:53', '69:54', '68:55', '67:56', '66:57', '49201:58', '49197:59', '49193:60', '49189:61', '49166:62', '49156:63', '156:64', '60:65', '47:66', '150:67', '65:68', '49169:69', '49159:70', '49164:71', '49154:72', '5:73', '49170:74', '49160:75', '22:76', '19:77', '16:78', '13:79', '49165:80', '49155:81', '10:82', '255:83']"
s349723eab7,4867+4865+4866+52393+52392+49195+49199+49196+49200+49171+49172+156+157+47+53+10,771,2570+0+23+65281+10+11+35+16+5+13+18+51+45+43+27+41,clients3.google.com,"['4867', '4865', '4866', '52393', '52392', '49195', '49199', '49196', '49200', '49171', '49172', '156', '157', '47', '53', '10']",16,"['4867:0', '4865:1', '4866:2', '52393:3', '52392:4', '49195:5', '49199:6', '49196:7', '49200:8', '49171:9', '49172:10', '156:11', '157:12', '47:13', '53:14', '10:15']"
s67959125f0,49200+49196+49192+49188+49172+49162+163+159+107+106+57+56+49202+49198+49194+49190+49167+49157+157+61+53+49199+49195+49191+49187+49171+49161+162+158+103+64+51+50+49201+49197+49193+49189+49166+49156+156+60+47+49170+49160+22+19+49165+49155+10+255,771,0+11+10+35+13+13172,r1---sn-8pgbpohxqp5-ajtl.googlevideo.com,"['49200', '49196', '49192', '49188', '49172', '49162', '163', '159', '107', '106', '57', '56', '49202', '49198', '49194', '49190', '49167', '49157', '157', '61', '53', '49199', '49195', '49191', '49187', '49171', '49161', '162', '158', '103', '64', '51', '50', '49201', '49197', '49193', '49189', '49166', '49156', '156', '60', '47', '49170', '49160', '22', '19', '49165', '49155', '10', '255']",50,"['49200:0', '49196:1', '49192:2', '49188:3', '49172:4', '49162:5', '163:6', '159:7', '107:8', '106:9', '57:10', '56:11', '49202:12', '49198:13', '49194:14', '49190:15', '49167:16', '49157:17', '157:18', '61:19', '53:20', '49199:21', '49195:22', '49191:23', '49187:24', '49171:25', '49161:26', '162:27', '158:28', '103:29', '64:30', '51:31', '50:32', '49201:33', '49197:34', '49193:35', '49189:36', '49166:37', '49156:38', '156:39', '60:40', '47:41', '49170:42', '49160:43', '22:44', '19:45', '49165:46', '49155:47', '10:48', '255:49']"
sf0b04207eb,2570+52393+52392+49195+49199+49196+49200+49171+49172+156+157+47+53+10,771,65281+0+23+35+13+5+18+16+11+10+2570+21,occ-0-53-1489.1.nflxso.net,"['2570', '52393', '52392', '49195', '49199', '49196', '49200', '49171', '49172', '156', '157', '47', '53', '10']",14,"['2570:0', '52393:1', '52392:2', '49195:3', '49199:4', '49196:5', '49200:6', '49171:7', '49172:8', '156:9', '157:10', '47:11', '53:12', '10:13']"
sd0ef6aa744,49195+49196+49199+49200+49171+49172+156+157+47+53+255,771,0+11+10+35+13+16+21,prod-54-158-24-109.wostreaming.net,"['49195', '49196', '49199', '49200', '49171', '49172', '156', '157', '47', '53', '255']",11,"['49195:0', '49196:1', '49199:2', '49200:3', '49171:4', '49172:5', '156:6', '157:7', '47:8', '53:9', '255:10']"
sd418c25139,49200+49196+49192+49188+49172+49162+165+163+161+159+107+106+105+104+57+56+55+54+136+135+134+133+49202+49198+49194+49190+49167+49157+157+61+53+132+49199+49195+49191+49187+49171+49161+164+162+160+158+103+64+63+62+51+50+49+48+154+153+152+151+69+68+67+66+49201+49197+49193+49189+49166+49156+156+60+47+150+65+7+49170+49160+22+19+16+13+49165+49155+10+255,771,0+11+10+13+15+13172+16+21,softwareupdates.amazon.com,"['49200', '49196', '49192', '49188', '49172', '49162', '165', '163', '161', '159', '107', '106', '105', '104', '57', '56', '55', '54', '136', '135', '134', '133', '49202', '49198', '49194', '49190', '49167', '49157', '157', '61', '53', '132', '49199', '49195', '49191', '49187', '49171', '49161', '164', '162', '160', '158', '103', '64', '63', '62', '51', '50', '49', '48', '154', '153', '152', '151', '69', '68', '67', '66', '49201', '49197', '49193', '49189', '49166', '49156', '156', '60', '47', '150', '65', '7', '49170', '49160', '22', '19', '16', '13', '49165', '49155', '10', '255']",80,"['49200:0', '49196:1', '49192:2', '49188:3', '49172:4', '49162:5', '165:6', '163:7', '161:8', '159:9', '107:10', '106:11', '105:12', '104:13', '57:14', '56:15', '55:16', '54:17', '136:18', '135:19', '134:20', '133:21', '49202:22', '49198:23', '49194:24', '49190:25', '49167:26', '49157:27', '157:28', '61:29', '53:30', '132:31', '49199:32', '49195:33', '49191:34', '49187:35', '49171:36', '49161:37', '164:38', '162:39', '160:40', '158:41', '103:42', '64:43', '63:44', '62:45', '51:46', '50:47', '49:48', '48:49', '154:50', '153:51', '152:52', '151:53', '69:54', '68:55', '67:56', '66:57', '49201:58', '49197:59', '49193:60', '49189:61', '49166:62', '49156:63', '156:64', '60:65', '47:66', '150:67', '65:68', '7:69', '49170:70', '49160:71', '22:72', '19:73', '16:74', '13:75', '49165:76', '49155:77', '10:78', '255:79']"
saf4a2a9736,49195+49187+49196+49188+49199+49191+49200+49192+255,771,0+11+10+13+15+13172+16,occ-0-899-2219.1.nflxso.net,"['49195', '49187', '49196', '49188', '49199', '49191', '49200', '49192', '255']",9,"['49195:0', '49187:1', '49196:2', '49188:3', '49199:4', '49191:5', '49200:6', '49192:7', '255:8']"
se27198103d,4865+4866+4867+49195+49199+49196+49200+52393+52392+49171+49172+156+157+47+53+10,771,0+23+65281+10+11+35+16+5+13+18+51+45+43+27+41,home-devices.googleapis.com,"['4865', '4866', '4867', '49195', '49199', '49196', '49200', '52393', '52392', '49171', '49172', '156', '157', '47', '53', '10']",16,"['4865:0', '4866:1', '4867:2', '49195:3', '49199:4', '49196:5', '49200:6', '52393:7', '52392:8', '49171:9', '49172:10', '156:11', '157:12', '47:13', '53:14', '10:15']"
sa3bce47bae,49200+49196+49192+49188+49172+49162+165+163+161+159+107+106+105+104+57+56+55+54+136+135+134+133+49202+49198+49194+49190+49167+49157+157+61+53+132+49199+49195+49191+49187+49171+49161+164+162+160+158+103+64+63+62+51+50+49+48+154+153+152+151+69+68+67+66+49201+49197+49193+49189+49166+49156+156+60+47+150+65+7+49170+49160+22+19+16+13+49165+49155+10+255,771,0+11+10+13+15+21,wyze-iot.s3-us-west-2.amazonaws.com,"['49200', '49196', '49192', '49188', '49172', '49162', '165', '163', '161', '159', '107', '106', '105', '104', '57', '56', '55', '54', '136', '135', '134', '133', '49202', '49198', '49194', '49190', '49167', '49157', '157', '61', '53', '132', '49199', '49195', '49191', '49187', '49171', '49161', '164', '162', '160', '158', '103', '64', '63', '62', '51', '50', '49', '48', '154', '153', '152', '151', '69', '68', '67', '66', '49201', '49197', '49193', '49189', '49166', '49156', '156', '60', '47', '150', '65', '7', '49170', '49160', '22', '19', '16', '13', '49165', '49155', '10', '255']",80,"['49200:0', '49196:1', '49192:2', '49188:3', '49172:4', '49162:5', '165:6', '163:7', '161:8', '159:9', '107:10', '106:11', '105:12', '104:13', '57:14', '56:15', '55:16', '54:17', '136:18', '135:19', '134:20', '133:21', '49202:22', '49198:23', '49194:24', '49190:25', '49167:26', '49157:27', '157:28', '61:29', '53:30', '132:31', '49199:32', '49195:33', '49191:34', '49187:35', '49171:36', '49161:37', '164:38', '162:39', '160:40', '158:41', '103:42', '64:43', '63:44', '62:45', '51:46', '50:47', '49:48', '48:49', '154:50', '153:51', '152:52', '151:53', '69:54', '68:55', '67:56', '66:57', '49201:58', '49197:59', '49193:60', '49189:61', '49166:62', '49156:63', '156:64', '60:65', '47:66', '150:67', '65:68', '7:69', '49170:70', '49160:71', '22:72', '19:73', '16:74', '13:75', '49165:76', '49155:77', '10:78', '255:79']"
s5cb8672b73,2570+4867+4865+4866+52393+52392+49195+49199+49196+49200+49171+49172+156+157+47+53+10,771,0+23+65281+10+11+35+16+5+13+18+51+45+43+27+2570,http-v-darwin.hulustream.com,"['2570', '4867', '4865', '4866', '52393', '52392', '49195', '49199', '49196', '49200', '49171', '49172', '156', '157', '47', '53', '10']",17,"['2570:0', '4867:1', '4865:2', '4866:3', '52393:4', '52392:5', '49195:6', '49199:7', '49196:8', '49200:9', '49171:10', '49172:11', '156:12', '157:13', '47:14', '53:15', '10:16']"
sf878656922,49200+49196+49192+49188+49172+49162+163+159+107+106+57+56+49202+49198+49194+49190+49167+49157+157+61+53+49199+49195+49191+49187+49171+49161+162+158+103+64+51+50+49201+49197+49193+49189+49166+49156+156+60+47+49170+49160+22+19+49165+49155+10+255,771,0+11+10+35+13+13172,www.gstatic.com,"['49200', '49196', '49192', '49188', '49172', '49162', '163', '159', '107', '106', '57', '56', '49202', '49198', '49194', '49190', '49167', '49157', '157', '61', '53', '49199', '49195', '49191', '49187', '49171', '49161', '162', '158', '103', '64', '51', '50', '49201', '49197', '49193', '49189', '49166', '49156', '156', '60', '47', '49170', '49160', '22', '19', '49165', '49155', '10', '255']",50,"['49200:0', '49196:1', '49192:2', '49188:3', '49172:4', '49162:5', '163:6', '159:7', '107:8', '106:9', '57:10', '56:11', '49202:12', '49198:13', '49194:14', '49190:15', '49167:16', '49157:17', '157:18', '61:19', '53:20', '49199:21', '49195:22', '49191:23', '49187:24', '49171:25', '49161:26', '162:27', '158:28', '103:29', '64:30', '51:31', '50:32', '49201:33', '49197:34', '49193:35', '49189:36', '49166:37', '49156:38', '156:39', '60:40', '47:41', '49170:42', '49160:43', '22:44', '19:45', '49165:46', '49155:47', '10:48', '255:49']"
se88a7c61cb,52393+49195+49196+52392+49199+49200+158+159+49161+49162+49171+49172+51+57+156+157+47+53,771,65281+0+23+35+13+16+11+10,connectivitycheck.gstatic.com,"['52393', '49195', '49196', '52392', '49199', '49200', '158', '159', '49161', '49162', '49171', '49172', '51', '57', '156', '157', '47', '53']",18,"['52393:0', '49195:1', '49196:2', '52392:3', '49199:4', '49200:5', '158:6', '159:7', '49161:8', '49162:9', '49171:10', '49172:11', '51:12', '57:13', '156:14', '157:15', '47:16', '53:17']"
s11afa7f711,49171+49192+49191+49188+49187+49172+49170+49169+49162+49161+49160+49159+107+106+61+57+56+53+103+64+60+51+50+47+5+4+19+22+10,771,0+65281+10+11+5+13+13172,r2---sn-ntqe6n76.googlevideo.com,"['49171', '49192', '49191', '49188', '49187', '49172', '49170', '49169', '49162', '49161', '49160', '49159', '107', '106', '61', '57', '56', '53', '103', '64', '60', '51', '50', '47', '5', '4', '19', '22', '10']",29,"['49171:0', '49192:1', '49191:2', '49188:3', '49187:4', '49172:5', '49170:6', '49169:7', '49162:8', '49161:9', '49160:10', '49159:11', '107:12', '106:13', '61:14', '57:15', '56:16', '53:17', '103:18', '64:19', '60:20', '51:21', '50:22', '47:23', '5:24', '4:25', '19:26', '22:27', '10:28']"
scbbef1e35d,49200+49196+49192+49188+49172+49162+165+163+161+159+107+106+105+104+57+56+55+54+136+135+134+133+49202+49198+49194+49190+49167+49157+157+61+53+132+49199+49195+49191+49187+49171+49161+164+162+160+158+103+64+63+62+51+50+49+48+69+68+67+66+49201+49197+49193+49189+49166+49156+156+60+47+65+49170+49160+22+19+16+13+49165+49155+10+255,771,0+11+10+13+15+13172+16+21,cloudservices.roku.com,"['49200', '49196', '49192', '49188', '49172', '49162', '165', '163', '161', '159', '107', '106', '105', '104', '57', '56', '55', '54', '136', '135', '134', '133', '49202', '49198', '49194', '49190', '49167', '49157', '157', '61', '53', '132', '49199', '49195', '49191', '49187', '49171', '49161', '164', '162', '160', '158', '103', '64', '63', '62', '51', '50', '49', '48', '69', '68', '67', '66', '49201', '49197', '49193', '49189', '49166', '49156', '156', '60', '47', '65', '49170', '49160', '22', '19', '16', '13', '49165', '49155', '10', '255']",74,"['49200:0', '49196:1', '49192:2', '49188:3', '49172:4', '49162:5', '165:6', '163:7', '161:8', '159:9', '107:10', '106:11', '105:12', '104:13', '57:14', '56:15', '55:16', '54:17', '136:18', '135:19', '134:20', '133:21', '49202:22', '49198:23', '49194:24', '49190:25', '49167:26', '49157:27', '157:28', '61:29', '53:30', '132:31', '49199:32', '49195:33', '49191:34', '49187:35', '49171:36', '49161:37', '164:38', '162:39', '160:40', '158:41', '103:42', '64:43', '63:44', '62:45', '51:46', '50:47', '49:48', '48:49', '69:50', '68:51', '67:52', '66:53', '49201:54', '49197:55', '49193:56', '49189:57', '49166:58', '49156:59', '156:60', '60:61', '47:62', '65:63', '49170:64', '49160:65', '22:66', '19:67', '16:68', '13:69', '49165:70', '49155:71', '10:72', '255:73']"
sbe385c210e,49172+49162+57+56+136+135+49167+49157+53+132+49170+49160+22+19+49165+49155+10+49171+49161+51+50+154+153+69+68+49166+49156+47+150+65+7+49169+49159+49164+49154+5+4+21+18+9+20+17+8+6+3+255,769,0+11+10,anycast.ftl.netflix.com,"['49172', '49162', '57', '56', '136', '135', '49167', '49157', '53', '132', '49170', '49160', '22', '19', '49165', '49155', '10', '49171', '49161', '51', '50', '154', '153', '69', '68', '49166', '49156', '47', '150', '65', '7', '49169', '49159', '49164', '49154', '5', '4', '21', '18', '9', '20', '17', '8', '6', '3', '255']",46,"['49172:0', '49162:1', '57:2', '56:3', '136:4', '135:5', '49167:6', '49157:7', '53:8', '132:9', '49170:10', '49160:11', '22:12', '19:13', '49165:14', '49155:15', '10:16', '49171:17', '49161:18', '51:19', '50:20', '154:21', '153:22', '69:23', '68:24', '49166:25', '49156:26', '47:27', '150:28', '65:29', '7:30', '49169:31', '49159:32', '49164:33', '49154:34', '5:35', '4:36', '21:37', '18:38', '9:39', '20:40', '17:41', '8:42', '6:43', '3:44', '255:45']"
sb3a10fe636,2570+4865+4866+4867+49195+49199+49196+49200+52393+52392+49171+49172+156+157+47+53+10,771,0+23+65281+10+11+35+16+5+13+18+51+45+43+27+21,youtubei.googleapis.com,"['2570', '4865', '4866', '4867', '49195', '49199', '49196', '49200', '52393', '52392', '49171', '49172', '156', '157', '47', '53', '10']",17,"['2570:0', '4865:1', '4866:2', '4867:3', '49195:4', '49199:5', '49196:6', '49200:7', '52393:8', '52392:9', '49171:10', '49172:11', '156:12', '157:13', '47:14', '53:15', '10:16']"
s70a0ca7547,49196+49200+159+52393+52392+49162+49188+49172+49192+57+107+157+53+61+49195+49199+158+49161+49187+49171+49191+51+103+156+47+60+10,771,65281+0+23+13+13172+16+11+10,api.amazonalexa.com,"['49196', '49200', '159', '52393', '52392', '49162', '49188', '49172', '49192', '57', '107', '157', '53', '61', '49195', '49199', '158', '49161', '49187', '49171', '49191', '51', '103', '156', '47', '60', '10']",27,"['49196:0', '49200:1', '159:2', '52393:3', '52392:4', '49162:5', '49188:6', '49172:7', '49192:8', '57:9', '107:10', '157:11', '53:12', '61:13', '49195:14', '49199:15', '158:16', '49161:17', '49187:18', '49171:19', '49191:20', '51:21', '103:22', '156:23', '47:24', '60:25', '10:26']"
s4e445ce744,2570+4867+4865+4866+52393+52392+49195+49199+49196+49200+49171+49172+156+157+47+53+10,771,0+23+65281+10+11+35+16+5+13+18+51+45+43+27+2570+41,clients4.google.com,"['2570', '4867', '4865', '4866', '52393', '52392', '49195', '49199', '49196', '49200', '49171', '49172', '156', '157', '47', '53', '10']",17,"['2570:0', '4867:1', '4865:2', '4866:3', '52393:4', '52392:5', '49195:6', '49199:7', '49196:8', '49200:9', '49171:10', '49172:11', '156:12', '157:13', '47:14', '53:15', '10:16']"
s22f8a8147d,52393+52392+49195+49199+49196+49200+49171+49172+156+157+47+53+10,771,2570+65281+0+23+35+13+5+18+16+11+10,pe-fa-vp08a.9c9media.com,"['52393', '52392', '49195', '49199', '49196', '49200', '49171', '49172', '156', '157', '47', '53', '10']",13,"['52393:0', '52392:1', '49195:2', '49199:3', '49196:4', '49200:5', '49171:6', '49172:7', '156:8', '157:9', '47:10', '53:11', '10:12']"
s2bfbceca51,49195+49196+52393+49199+49200+52392+158+159+49161+49162+49171+49172+51+57+156+157+47+53,771,65281+0+23+35+13+16+11+10,occ-0-853-114.1.nflxso.net,"['49195', '49196', '52393', '49199', '49200', '52392', '158', '159', '49161', '49162', '49171', '49172', '51', '57', '156', '157', '47', '53']",18,"['49195:0', '49196:1', '52393:2', '49199:3', '49200:4', '52392:5', '158:6', '159:7', '49161:8', '49162:9', '49171:10', '49172:11', '51:12', '57:13', '156:14', '157:15', '47:16', '53:17']"
sf3f9734427,49200+49196+49192+49188+49172+49162+165+163+161+159+107+106+105+104+57+56+55+54+136+135+134+133+49202+49198+49194+49190+49167+49157+157+61+53+132+49199+49195+49191+49187+49171+49161+164+162+160+158+103+64+63+62+51+50+49+48+154+153+152+151+69+68+67+66+49201+49197+49193+49189+49166+49156+156+60+47+150+65+49170+49160+22+19+16+13+49165+49155+10+255,771,0+11+10+13+15+13172+16+21,ddns.synology.com,"['49200', '49196', '49192', '49188', '49172', '49162', '165', '163', '161', '159', '107', '106', '105', '104', '57', '56', '55', '54', '136', '135', '134', '133', '49202', '49198', '49194', '49190', '49167', '49157', '157', '61', '53', '132', '49199', '49195', '49191', '49187', '49171', '49161', '164', '162', '160', '158', '103', '64', '63', '62', '51', '50', '49', '48', '154', '153', '152', '151', '69', '68', '67', '66', '49201', '49197', '49193', '49189', '49166', '49156', '156', '60', '47', '150', '65', '49170', '49160', '22', '19', '16', '13', '49165', '49155', '10', '255']",79,"['49200:0', '49196:1', '49192:2', '49188:3', '49172:4', '49162:5', '165:6', '163:7', '161:8', '159:9', '107:10', '106:11', '105:12', '104:13', '57:14', '56:15', '55:16', '54:17', '136:18', '135:19', '134:20', '133:21', '49202:22', '49198:23', '49194:24', '49190:25', '49167:26', '49157:27', '157:28', '61:29', '53:30', '132:31', '49199:32', '49195:33', '49191:34', '49187:35', '49171:36', '49161:37', '164:38', '162:39', '160:40', '158:41', '103:42', '64:43', '63:44', '62:45', '51:46', '50:47', '49:48', '48:49', '154:50', '153:51', '152:52', '151:53', '69:54', '68:55', '67:56', '66:57', '49201:58', '49197:59', '49193:60', '49189:61', '49166:62', '49156:63', '156:64', '60:65', '47:66', '150:67', '65:68', '49170:69', '49160:70', '22:71', '19:72', '16:73', '13:74', '49165:75', '49155:76', '10:77', '255:78']"
s9c1cba6e59,49200+49196+49202+49198+49199+49195+49201+49197+165+161+159+164+160+158+157+156+49191+49187+49171+49161+49193+49189+49166+49156+107+105+104+57+55+54+103+63+62+51+49+48+49192+49188+49172+49162+49194+49190+49167+49157+49170+49160+49165+49155+22+16+13+61+53+60+47+10+255,771,0+11+10+13+15+13172+16+21,api-global.netflix.com,"['49200', '49196', '49202', '49198', '49199', '49195', '49201', '49197', '165', '161', '159', '164', '160', '158', '157', '156', '49191', '49187', '49171', '49161', '49193', '49189', '49166', '49156', '107', '105', '104', '57', '55', '54', '103', '63', '62', '51', '49', '48', '49192', '49188', '49172', '49162', '49194', '49190', '49167', '49157', '49170', '49160', '49165', '49155', '22', '16', '13', '61', '53', '60', '47', '10', '255']",57,"['49200:0', '49196:1', '49202:2', '49198:3', '49199:4', '49195:5', '49201:6', '49197:7', '165:8', '161:9', '159:10', '164:11', '160:12', '158:13', '157:14', '156:15', '49191:16', '49187:17', '49171:18', '49161:19', '49193:20', '49189:21', '49166:22', '49156:23', '107:24', '105:25', '104:26', '57:27', '55:28', '54:29', '103:30', '63:31', '62:32', '51:33', '49:34', '48:35', '49192:36', '49188:37', '49172:38', '49162:39', '49194:40', '49190:41', '49167:42', '49157:43', '49170:44', '49160:45', '49165:46', '49155:47', '22:48', '16:49', '13:50', '61:51', '53:52', '60:53', '47:54', '10:55', '255:56']"
s2c5ab6e979,49195+49187+49196+49188+49199+49191+49200+49192+255,771,0+11+10+13+15+13172+16,cfo7johwb6ndl3spsnobw-use1.r.nflxso.net,"['49195', '49187', '49196', '49188', '49199', '49191', '49200', '49192', '255']",9,"['49195:0', '49187:1', '49196:2', '49188:3', '49199:4', '49191:5', '49200:6', '49192:7', '255:8']"
saa867b4641,49200+49196+52393+52392+49199+49195+61+60+53+47+10+255,771,0+11+10+13,sn.api.np.km.playstation.net,"['49200', '49196', '52393', '52392', '49199', '49195', '61', '60', '53', '47', '10', '255']",12,"['49200:0', '49196:1', '52393:2', '52392:3', '49199:4', '49195:5', '61:6', '60:7', '53:8', '47:9', '10:10', '255:11']"
sc6733c84cd,49195+49196+49199+49200+158+159+49161+49162+49171+49172+51+57+50+56+49159+49169+156+157+47+53+5+255,771,0+11+10+35+13,todo-ta-g7g.amazon.com,"['49195', '49196', '49199', '49200', '158', '159', '49161', '49162', '49171', '49172', '51', '57', '50', '56', '49159', '49169', '156', '157', '47', '53', '5', '255']",22,"['49195:0', '49196:1', '49199:2', '49200:3', '158:4', '159:5', '49161:6', '49162:7', '49171:8', '49172:9', '51:10', '57:11', '50:12', '56:13', '49159:14', '49169:15', '156:16', '157:17', '47:18', '53:19', '5:20', '255:21']"
se4859dd20f,2570+4865+4866+4867+49195+49199+49196+49200+52393+52392+49171+49172+156+157+47+53+10,771,0+23+65281+10+11+35+16+5+13+18+51+45+43+27+21,r4---sn-vgqsrne6.googlevideo.com,"['2570', '4865', '4866', '4867', '49195', '49199', '49196', '49200', '52393', '52392', '49171', '49172', '156', '157', '47', '53', '10']",17,"['2570:0', '4865:1', '4866:2', '4867:3', '49195:4', '49199:5', '49196:6', '49200:7', '52393:8', '52392:9', '49171:10', '49172:11', '156:12', '157:13', '47:14', '53:15', '10:16']"
sf0b04207eb,52393+52392+49195+49199+49196+49200+49171+49172+156+157+47+53+10,771,2570+65281+0+23+35+13+5+18+16+11+10,static.xx.fbcdn.net,"['52393', '52392', '49195', '49199', '49196', '49200', '49171', '49172', '156', '157', '47', '53', '10']",13,"['52393:0', '52392:1', '49195:2', '49199:3', '49196:4', '49200:5', '49171:6', '49172:7', '156:8', '157:9', '47:10', '53:11', '10:12']"
s61314f7ecd,47+60+53+61+4+5+10,771,65281+0+13,52-35-66-65-push.np.communication.playstation.net,"['47', '60', '53', '61', '4', '5', '10']",7,"['47:0', '60:1', '53:2', '61:3', '4:4', '5:5', '10:6']"
s368caa0be0,4867+4865+4866+52393+52392+49195+49199+49196+49200+49171+49172+156+157+47+53+10,771,0+23+65281+10+11+35+16+5+13+18+51+45+43+27+21,clients4.google.com,"['4867', '4865', '4866', '52393', '52392', '49195', '49199', '49196', '49200', '49171', '49172', '156', '157', '47', '53', '10']",16,"['4867:0', '4865:1', '4866:2', '52393:3', '52392:4', '49195:5', '49199:6', '49196:7', '49200:8', '49171:9', '49172:10', '156:11', '157:12', '47:13', '53:14', '10:15']"
s000859518c,49195+49187+49196+49188+49199+49191+49200+49192+255,771,0+11+10+35+13+15,ipv4-c195-atl001-ix.1.oca.nflxvideo.net,"['49195', '49187', '49196', '49188', '49199', '49191', '49200', '49192', '255']",9,"['49195:0', '49187:1', '49196:2', '49188:3', '49199:4', '49191:5', '49200:6', '49192:7', '255:8']"
s44361f727d,49195+49196+49199+49200+49171+49172+156+157+47+53+255,771,0+11+10+35+13+16,drive.amazonaws.com,"['49195', '49196', '49199', '49200', '49171', '49172', '156', '157', '47', '53', '255']",11,"['49195:0', '49196:1', '49199:2', '49200:3', '49171:4', '49172:5', '156:6', '157:7', '47:8', '53:9', '255:10']"
se350e69e10,49200+49196+49192+49188+49172+49162+165+163+161+159+107+106+105+104+57+56+55+54+136+135+134+133+49202+49198+49194+49190+49167+49157+157+61+53+132+49199+49195+49191+49187+49171+49161+164+162+160+158+103+64+63+62+51+50+49+48+154+153+152+151+69+68+67+66+49201+49197+49193+49189+49166+49156+156+60+47+150+65+49170+49160+22+19+16+13+49165+49155+10+255,771,0+11+10+13+15+13172+16+21,payment.synology.com,"['49200', '49196', '49192', '49188', '49172', '49162', '165', '163', '161', '159', '107', '106', '105', '104', '57', '56', '55', '54', '136', '135', '134', '133', '49202', '49198', '49194', '49190', '49167', '49157', '157', '61', '53', '132', '49199', '49195', '49191', '49187', '49171', '49161', '164', '162', '160', '158', '103', '64', '63', '62', '51', '50', '49', '48', '154', '153', '152', '151', '69', '68', '67', '66', '49201', '49197', '49193', '49189', '49166', '49156', '156', '60', '47', '150', '65', '49170', '49160', '22', '19', '16', '13', '49165', '49155', '10', '255']",79,"['49200:0', '49196:1', '49192:2', '49188:3', '49172:4', '49162:5', '165:6', '163:7', '161:8', '159:9', '107:10', '106:11', '105:12', '104:13', '57:14', '56:15', '55:16', '54:17', '136:18', '135:19', '134:20', '133:21', '49202:22', '49198:23', '49194:24', '49190:25', '49167:26', '49157:27', '157:28', '61:29', '53:30', '132:31', '49199:32', '49195:33', '49191:34', '49187:35', '49171:36', '49161:37', '164:38', '162:39', '160:40', '158:41', '103:42', '64:43', '63:44', '62:45', '51:46', '50:47', '49:48', '48:49', '154:50', '153:51', '152:52', '151:53', '69:54', '68:55', '67:56', '66:57', '49201:58', '49197:59', '49193:60', '49189:61', '49166:62', '49156:63', '156:64', '60:65', '47:66', '150:67', '65:68', '49170:69', '49160:70', '22:71', '19:72', '16:73', '13:74', '49165:75', '49155:76', '10:77', '255:78']"
s8b3f4e1c48,49195+49199+49196+49200+52393+52392+49171+49172+156+157+47+53+10,771,65281+0+23+35+13+5+18+16+11+10+27,bam-sdk-configs.bamgrid.com,"['49195', '49199', '49196', '49200', '52393', '52392', '49171', '49172', '156', '157', '47', '53', '10']",13,"['49195:0', '49199:1', '49196:2', '49200:3', '52393:4', '52392:5', '49171:6', '49172:7', '156:8', '157:9', '47:10', '53:11', '10:12']"
